subject,level,true_time,min_time,coco_count,rmi,level_order,s_total_time,s_rmi,s_time_in_game
78,10,226.667236328125,940.801513671875,347,0.3154079256471527,5,0.8897866505108843,0.9877198494744049,-0.1651445647689541
78,5,207.6669921875,1167.468994140625,348,0.14399201040836918,6,0.415673301082901,-1.5689813682838343,0.1651445647689541
78,9,214.6669921875,1375.135986328125,306,0.36921433989210506,7,0.5903443959084601,1.7902528268332594,0.49543369430686224
78,7,153.2509765625,1589.802978515625,282,0.18332097314386697,8,-0.9421702739547393,-0.982382353956924,0.8257228238447705
78,2,145.2330322265625,1743.052978515625,244,0.20618310912124385,9,-1.1422421475845386,-0.6413892156448228,1.1560119533826787
78,6,115.3499755859375,1888.2869873046875,223,0.2628686747929696,10,-1.8879144647491333,0.20408685686763975,1.4863010829205867
79,9,208.632080078125,57.486328125,264,0.319093076229067,1,0.002567348740789818,0.6786776380252193,-1.4863010829205867
79,2,157.51638793945313,266.2265930175781,264,0.2897441750813381,2,-1.0955439585943922,0.09752281214648598,-1.1560119533826787
79,10,284.6435852050781,423.7474060058594,345,0.2912337395449929,3,1.6355119451091595,0.12701855279289276,-0.8257228238447705
79,6,140.7695312500001,708.40667724609375,231,0.21700189387257895,4,-1.4553143524515302,-1.3428898137677745,-0.49543369430686224
79,5,233.14508056640616,849.1619873046875,348,0.23029852374032467,5,0.5291767300608838,-1.0795954377137094,-0.1651445647689541
79,3,239.7760009765625,1082.3690185546875,295,0.3164678898844544,6,0.6716278713010013,0.6266947816544406,0.1651445647689541
